longitude,latitude,region,property_type,property_age,area_sqm,bedrooms,bathrooms,distance_to_center,floor,has_elevator,has_garden,has_parking,price,address
9.842243478986617,37.304054298686026,Bizerte,Studio,20,132,2,3,1.09,7,True,False,False,265000,"23719 Wilson Groves, Bizerte, Tunisia"
10.584677876584102,35.868355270901574,Sousse,Penthouse,32,489,2,2,0.17,8,True,False,True,3197000,"84550 Jessica Divide, Sousse, Tunisia"
10.788817596139301,34.73620699842171,Sfax,Apartment,2,336,5,1,0.74,3,True,False,False,1331000,"684 Isaiah View, Sfax, Tunisia"
10.519826351882546,33.3140025466026,Medenine,House,7,460,3,2,3.97,0,False,True,False,1780000,"1199 Hailey Prairie, Medenine, Tunisia"
10.143958462776455,36.77788544555255,Manouba,Studio,33,231,6,2,7.3,7,False,True,True,506000,"27241 Garrison Mountains, Manouba, Tunisia"
9.494475116566385,35.04226921323891,Sidi Bouzid,Penthouse,44,70,5,3,1.74,8,True,False,True,253000,"8620 Brian Hills, Sidi Bouzid, Tunisia"
10.121100716804099,33.90208573438476,Gabès,Studio,4,260,2,1,9.16,8,False,False,True,379000,"64990 Bond Walks Suite 392, Gabès, Tunisia"
10.751255747135522,36.47426061783381,Nabeul,Duplex,0,256,5,3,7.16,0,False,False,True,1274000,"91730 Espinoza Field Suite 823, Nabeul, Tunisia"
10.71284191267441,34.73335410183586,Sfax,Apartment,31,260,1,1,5.13,4,True,False,True,679000,"75046 Teresa Cliffs, Sfax, Tunisia"
9.840022128725401,37.25337514529138,Bizerte,Duplex,44,91,1,1,8.73,3,False,False,True,197000,"7678 Michael Greens, Bizerte, Tunisia"
10.196269012054136,36.78371322493847,Tunis,Apartment,12,262,3,3,1.73,8,False,True,True,1486000,"9878 Foster Path, Tunis, Tunisia"
8.789810200201735,34.39727642195731,Gafsa,House,48,471,4,2,6.99,0,False,False,True,1184000,"525 White Lane Suite 686, Gafsa, Tunisia"
10.150747875124999,36.86276790232289,Ariana,Apartment,32,414,3,2,1.53,9,False,False,True,1422000,"367 Lisa Glens, Ariana, Tunisia"
8.817178313271924,35.195021634861185,Kasserine,House,5,499,3,3,0.99,0,False,False,True,1394000,"03253 Matthew Harbor, Kasserine, Tunisia"
10.473524104756555,33.32249589052019,Medenine,Villa,18,177,4,1,6.94,0,False,False,False,889000,"005 Torres Crescent Suite 552, Medenine, Tunisia"
9.523533935338097,35.080769361827855,Sidi Bouzid,Apartment,15,375,1,1,2.49,4,True,False,True,670000,"3844 Mendoza Motorway, Sidi Bouzid, Tunisia"
10.138308642426512,35.71781102599526,Kairouan,Studio,23,145,3,1,1.7,5,False,False,True,221000,"1548 Ferrell Field Apt. 017, Kairouan, Tunisia"
9.490673378936657,35.00438080514175,Sidi Bouzid,Villa,15,474,1,1,0.28,0,False,False,True,1954000,"60766 Jason Fork Apt. 691, Sidi Bouzid, Tunisia"
10.235130860333548,36.76906128923004,Ben Arous,Apartment,21,404,6,2,5.94,5,True,False,False,1472000,"86217 Miller Parkway, Ben Arous, Tunisia"
10.180751769381887,36.814190388462634,Tunis,Apartment,47,176,4,3,7.71,0,False,False,True,630000,"67685 Matthew Mountains, Tunis, Tunisia"
8.764175030467051,36.546407184702396,Jendouba,House,30,128,4,1,0.85,0,False,False,True,344000,"6576 Christina Path Apt. 654, Jendouba, Tunisia"
9.529415477416077,35.043980126245835,Sidi Bouzid,Villa,39,203,2,3,9.9,0,False,True,True,749000,"73782 Cummings River, Sidi Bouzid, Tunisia"
10.202391099691011,36.770162133144204,Tunis,House,41,276,2,3,2.64,0,False,False,True,1231000,"88740 Jo Roads, Tunis, Tunisia"
10.52169668772577,33.35489639307777,Medenine,Studio,11,400,4,2,1.03,6,True,True,True,1110000,"506 Bryan Station, Medenine, Tunisia"
8.737883473442944,34.40042513605159,Gafsa,Apartment,42,473,5,1,8.3,4,True,True,True,1033000,"670 Black Dam, Gafsa, Tunisia"
8.096774542224297,33.88353530924178,Tozeur,Penthouse,41,187,3,1,4.05,2,False,False,True,607000,"759 Brown Expressway Suite 943, Tozeur, Tunisia"
8.736919359550845,36.51994999007654,Jendouba,Duplex,46,319,6,2,7.17,7,True,True,False,1058000,"154 Lowe Fork, Jendouba, Tunisia"
8.738771612769165,34.44840393165619,Gafsa,House,36,115,1,1,1.25,0,False,True,True,333000,"089 Webb Loop, Gafsa, Tunisia"
10.660936442300391,35.77621611018318,Sousse,Studio,35,318,6,2,6.53,9,False,False,False,670000,"357 Martinez Fork, Sousse, Tunisia"
10.133848984118833,33.881713625858005,Gabès,Villa,3,45,2,1,8.69,0,False,False,False,210000,"4031 Chan Inlet Suite 577, Gabès, Tunisia"
10.186061678931594,36.80232528904915,Tunis,Duplex,2,94,1,2,2.15,1,True,True,False,563000,"4027 Bird Drives Suite 492, Tunis, Tunisia"
8.746346848258893,36.13492719357358,Kef,Apartment,3,343,5,2,6.33,7,False,False,False,741000,"57241 Deborah Haven, Kef, Tunisia"
9.017650514200067,33.734783473926726,Kebili,House,17,125,6,1,2.46,0,False,False,False,364000,"185 Le Lake, Kebili, Tunisia"
8.863045746610773,35.172725237244784,Kasserine,Apartment,18,206,4,1,9.06,8,True,False,False,356000,"267 Durham Prairie, Kasserine, Tunisia"
10.078921077169808,35.67294455219783,Kairouan,Apartment,20,82,1,3,1.0,9,False,True,True,212000,"19623 Johnson Orchard, Kairouan, Tunisia"
9.422265194397415,36.10498314838787,Siliana,Villa,43,430,5,2,0.93,0,False,False,True,2218000,"847 Kyle Turnpike Suite 065, Siliana, Tunisia"
10.710822807242453,36.452632616869245,Nabeul,House,44,350,6,1,9.48,0,False,False,False,1030000,"87942 Laura Ridges Apt. 980, Nabeul, Tunisia"
10.627022200924698,35.83034042497358,Sousse,Duplex,38,155,3,1,0.21,9,False,True,True,956000,"6361 Jill Ramp Suite 827, Sousse, Tunisia"
10.816222289287202,35.751250647129254,Monastir,House,24,341,1,2,4.42,0,False,False,False,1158000,"3155 Justin Springs, Monastir, Tunisia"
10.148896479611931,35.68087011090863,Kairouan,Apartment,34,176,4,1,5.28,8,True,False,True,395000,"08401 Nathan Spurs Suite 737, Kairouan, Tunisia"
10.141125434166911,35.7018100705843,Kairouan,Penthouse,15,485,6,1,2.85,3,False,False,True,2294000,"3538 Edwards Forks, Kairouan, Tunisia"
10.116816171401974,36.858021074447954,Manouba,House,32,241,5,1,1.42,0,False,True,False,1091000,"130 Paul Parks, Manouba, Tunisia"
10.23326614859258,36.82077484200353,Ariana,House,4,148,1,2,8.12,0,False,False,True,577000,"4181 Brown Port Suite 262, Ariana, Tunisia"
8.790908146916575,34.45831642207065,Gafsa,Apartment,40,128,1,1,0.66,5,False,False,False,245000,"2237 Justin Shoals, Gafsa, Tunisia"
10.763208120204247,36.47391208440719,Nabeul,Apartment,20,107,1,2,2.59,3,False,False,False,252000,"239 Darrell Ford, Nabeul, Tunisia"
9.87593077009038,37.29155731955928,Bizerte,Studio,49,297,1,2,9.68,8,True,True,True,405000,"85636 Anderson Neck Apt. 362, Bizerte, Tunisia"
10.235915105867663,36.89300446675193,Ariana,House,33,323,2,2,6.4,0,False,False,True,1326000,"515 David Mountain, Ariana, Tunisia"
10.171154278232127,36.834865301274114,Tunis,House,16,162,5,2,9.27,0,False,False,True,922000,"07953 Murphy Light, Tunis, Tunisia"
10.421813079107853,32.917341340822546,Tataouine,House,10,400,1,3,1.37,0,False,True,True,1199000,"5494 Trujillo Fords, Tataouine, Tunisia"
9.006031760485442,33.69526612143575,Kebili,House,31,463,5,2,2.32,0,False,False,True,1225000,"667 Benjamin Wells, Kebili, Tunisia"
10.139377876803273,36.36486358711006,Zaghouan,Apartment,33,462,6,2,6.93,8,False,False,False,1059000,"4007 Lee Dale Apt. 454, Zaghouan, Tunisia"
10.07728776481472,35.63420779598549,Kairouan,Studio,48,384,5,3,5.41,7,False,True,False,648000,"6556 Melissa Mountains Suite 781, Kairouan, Tunisia"
11.025511692858748,35.46937390919063,Mahdia,Villa,22,267,3,3,0.4,0,False,False,True,1901000,"400 Kennedy Overpass, Mahdia, Tunisia"
8.085507119777773,33.90742841631046,Tozeur,Apartment,38,115,2,2,1.29,0,False,False,True,261000,"400 Stewart Square Suite 165, Tozeur, Tunisia"
9.489510654181855,34.99699202880874,Sidi Bouzid,House,7,453,1,3,3.85,0,False,False,False,1017000,"0565 Rich Courts Apt. 965, Sidi Bouzid, Tunisia"
10.869569182375988,35.760534848128096,Monastir,Apartment,20,227,6,3,4.93,7,True,False,True,962000,"7153 Bonilla Shores Apt. 497, Monastir, Tunisia"
8.958385559904574,33.665303890216805,Kebili,Penthouse,3,364,6,2,2.65,7,False,False,False,1823000,"158 Alexandra Rapid, Kebili, Tunisia"
10.068707756014946,33.91525825587026,Gabès,Penthouse,3,304,4,1,7.39,0,False,False,True,1348000,"0775 Cordova Plaza Apt. 927, Gabès, Tunisia"
10.10638830975579,36.791464219215946,Manouba,Apartment,9,290,2,2,3.29,1,False,True,False,971000,"103 Diaz Meadows, Manouba, Tunisia"
8.998028944996646,33.71471018810558,Kebili,Apartment,4,347,4,2,1.33,7,True,False,True,902000,"517 Amber Crossing Apt. 871, Kebili, Tunisia"
8.812151448175142,34.380209464396415,Gafsa,Studio,36,299,4,2,8.27,4,True,True,False,454000,"821 Wagner Land Suite 488, Gafsa, Tunisia"
8.746559943947158,36.17184451074226,Kef,House,13,317,3,1,3.08,0,False,False,True,845000,"868 Nicole Trail, Kef, Tunisia"
8.09016191123908,33.92288574796881,Tozeur,Apartment,38,464,6,2,3.39,2,False,False,True,1408000,"23970 Myers Union, Tozeur, Tunisia"
9.923669261592385,37.281715084925736,Bizerte,Studio,36,440,1,2,2.12,1,False,False,False,610000,"89081 Rebecca Crossing, Bizerte, Tunisia"
10.7230488662332,34.77524522917345,Sfax,Apartment,28,165,5,1,2.37,1,True,False,False,585000,"6261 Richard Island, Sfax, Tunisia"
10.783407479456404,36.483979882780915,Nabeul,Apartment,5,229,2,2,6.19,9,True,True,True,781000,"2626 Bradley Terrace Suite 847, Nabeul, Tunisia"
9.381913318358922,36.12761182824836,Siliana,Villa,36,357,2,1,5.81,0,False,False,True,1282000,"6720 Thomas Ramp, Siliana, Tunisia"
8.746281078184573,34.46646861982558,Gafsa,Apartment,25,139,4,2,8.39,0,False,False,True,279000,"746 Molina Falls Suite 474, Gafsa, Tunisia"
8.751657980837564,36.52552496518433,Jendouba,Studio,25,454,3,3,4.2,9,True,False,True,735000,"1602 Melissa Lodge, Jendouba, Tunisia"
9.416674946287914,36.037684667024344,Siliana,Apartment,24,484,4,2,0.44,0,False,False,True,1008000,"6509 Williams Cape, Siliana, Tunisia"
10.498454131568277,32.934117368240685,Tataouine,House,19,147,6,3,9.97,0,False,False,True,404000,"5257 Chad Run, Tataouine, Tunisia"
8.9391139640482,33.74390542894407,Kebili,Apartment,44,315,3,2,3.01,2,True,False,True,596000,"1004 Johnson Brooks, Kebili, Tunisia"
10.066392813049527,33.84692402459307,Gabès,Duplex,38,160,2,2,8.98,1,False,False,False,473000,"709 Martin Mountains Apt. 701, Gabès, Tunisia"
9.153897216193295,36.67830959925035,Béja,Apartment,7,83,1,3,5.74,2,True,False,False,185000,"230 Thompson Curve Suite 824, Béja, Tunisia"
9.014864931855488,33.734785014896254,Kebili,Duplex,20,427,2,3,6.37,0,False,True,True,1203000,"9211 Joshua Forest, Kebili, Tunisia"
9.517544356173843,35.077567171107695,Sidi Bouzid,Apartment,41,415,3,3,0.44,3,True,False,False,879000,"3921 Gomez Terrace, Sidi Bouzid, Tunisia"
10.254660579415978,36.798145330696215,Ben Arous,Apartment,9,187,3,2,4.76,0,False,False,True,701000,"392 April Parkways Suite 747, Ben Arous, Tunisia"
9.888405416776934,37.24620231074941,Bizerte,House,25,471,5,1,6.94,0,False,False,False,1643000,"65186 Turner Falls Suite 955, Bizerte, Tunisia"
8.78651780025158,36.47850552206872,Jendouba,Villa,11,116,5,2,1.49,0,False,True,True,742000,"4812 Baird Estates, Jendouba, Tunisia"
10.793737127862345,35.79400366745463,Monastir,Duplex,25,498,4,2,5.24,1,False,False,True,2500000,"67717 Nash Ports, Monastir, Tunisia"
10.444619339635725,32.9663078990703,Tataouine,Duplex,38,261,3,2,4.81,7,False,True,True,776000,"7112 Michelle Rapid, Tataouine, Tunisia"
10.053342581348426,33.89090779307003,Gabès,House,44,230,2,2,1.16,0,False,True,False,746000,"9987 Barbara Shoal, Gabès, Tunisia"
8.672493341036962,36.17856815127612,Kef,Apartment,43,201,3,2,0.15,2,True,True,False,433000,"219 Valdez Well, Kef, Tunisia"
8.092170521186219,33.92183006674136,Tozeur,Penthouse,18,293,5,1,6.62,5,False,False,True,1258000,"09076 David Spur Apt. 591, Tozeur, Tunisia"
8.735042681136852,36.54550593396866,Jendouba,Villa,6,430,2,1,4.78,0,False,False,True,1736000,"080 Spence Trail Apt. 149, Jendouba, Tunisia"
9.226126648911343,36.772705824516535,Béja,House,29,401,3,2,5.27,0,False,False,False,951000,"27887 Daniel Flat Apt. 349, Béja, Tunisia"
10.845828877587815,35.73519532016292,Monastir,Apartment,22,393,1,1,6.65,1,True,False,False,843000,"75628 William Court Suite 519, Monastir, Tunisia"
8.664923752357588,36.231634131334175,Kef,Apartment,17,445,3,3,9.98,3,True,False,True,792000,"0380 Joseph Station Apt. 229, Kef, Tunisia"
8.958428738397563,33.681268697106894,Kebili,Apartment,38,369,5,1,2.46,2,True,False,True,742000,"980 Christopher Crest, Kebili, Tunisia"
10.148372238973604,35.62988739347334,Kairouan,House,48,406,4,3,9.5,0,False,False,True,975000,"54078 Gonzales Center, Kairouan, Tunisia"
11.102572396717528,35.51467984464422,Mahdia,Penthouse,6,81,4,3,4.08,5,True,False,True,509000,"8440 Grant Springs, Mahdia, Tunisia"
8.809058447356676,36.469743826214426,Jendouba,Apartment,4,83,1,1,9.28,9,True,True,True,153000,"529 Danielle Expressway, Jendouba, Tunisia"
8.964938074821562,33.74384361480462,Kebili,House,46,118,1,2,8.62,0,False,False,True,180000,"1851 Timothy Shores Suite 429, Kebili, Tunisia"
